beer_id,brew_id,beer,abv,ibu,ounces,style,style2
1669,150,Oakshire Amber Ale,0.054,24,12,American Amber / Red Ale,American Amber / Red Ale
1670,346,Manzanita Pale Ale,0.066,44,12,American Pale Ale (APA),American Pale Ale (APA)
1671,346,Gillespie Brown Ale,0.095,49,12,American Brown Ale,NA
1672,346,Riverwalk Blonde Ale,0.06,25,12,American Blonde Ale,American Blonde Ale
1673,346,Manzanita IPA,0.08,88,12,American IPA,American IPA
1674,346,Chaotic Double IPA,0.099,93,12,American Double / Imperial IPA,American Double / Imperial IPA
1675,345,Madra Allta,0.064,95,12,American IPA,American IPA
1676,344,Troopers Alley IPA,0.059,135,12,American IPA,American IPA
1677,343,The Great Return,0.075,70,16,American IPA,American IPA
1678,342,KelSo Nut Brown Lager,0.057,19,12,Euro Dark Lager,NA
1679,302,Squatters Full Suspension Pale Ale,0.04,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1680,302,Squatters Hop Rising Double IPA (2014),0.09,75,12,American Double / Imperial IPA,American Double / Imperial IPA
1681,302,Wasatch Apricot Hefeweizen,0.04,NA,12,Fruit / Vegetable Beer,NA
1682,302,Wasatch Ghostrider White IPA (2014),0.06,NA,12,American White IPA,NA
1683,252,Dread Brown Ale,0.054,NA,12,American Brown Ale,NA
1684,341,Hula Hoppie Session IPA,0.048,NA,12,American IPA,American IPA
1685,340,Category 3 IPA,0.061,64,12,American IPA,American IPA
1686,298,Irregardless IPA,0.065,75,12,American IPA,American IPA
1687,298,Schweet Ale,0.052,20,12,Fruit / Vegetable Beer,NA
1688,298,American Hero,0.057,42,12,American Amber / Red Ale,American Amber / Red Ale
1689,63,Snowcat Coffee Stout,0.059,NA,12,American Stout,NA
1690,82,Sunshine Wheat Beer,0.048,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1691,277,Stir Crazy Winter Ale,0.065,22,12,Winter Warmer,NA
1692,141,Hopped on the High Seas (Ahtanum),0.07,60,12,American IPA,American IPA
1693,141,Hopped on the High Seas (Citra),0.07,60,12,American IPA,American IPA
1694,141,Dry-Hopped On The High Seas Caribbean-Style IPA,0.07,60,12,American IPA,American IPA
1695,141,Wiregrass Post-Prohibition Ale,0.063,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1696,46,Hi-Res,0.099,111,12,American Double / Imperial IPA,American Double / Imperial IPA
1697,339,Be Hoppy IPA,0.065,69,16,American IPA,American IPA
1698,240,Wolf Among Weeds IPA,0.08,70,16,American IPA,American IPA
1699,165,Great Crescent Blonde Ale,0.053,22,16,American Blonde Ale,American Blonde Ale
1700,165,Aurora Lager,0.057,27,16,Dortmunder / Export Lager,NA
1701,165,Great Crescent IPA,0.062,60,16,American IPA,American IPA
1702,165,Bourbon Barrel Aged Coconut Porter,0.0559999999999999,33,16,American Porter,NA
1703,338,Uncle John's Apricot Apple Cider,0.065,NA,16,Cider,NA
1704,338,Uncle John's Apple Cherry Cider,0.065,NA,16,Cider,NA
1705,337,Wick For Brains,0.061,11,12,Pumpkin Ale,NA
1706,102,King Street Pilsner,0.055,NA,12,Czech Pilsener,NA
1707,82,Snapshot,0.052,NA,16,American Pale Wheat Ale,American Pale Wheat Ale
1708,264,Taster's Choice,0.074,NA,12,Doppelbock,NA
1709,49,420 Extra Pale Ale,0.054,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1710,49,SweetWater IPA,0.064,NA,12,American IPA,American IPA
1711,336,Moose Drool Brown Ale,0.051,26,12,American Brown Ale,NA
1712,336,Montana Trout Slayer Ale,0.05,35,12,American Pale Wheat Ale,American Pale Wheat Ale
1713,336,Scape Goat Pale Ale,0.05,40,12,English Pale Ale,NA
1714,336,Big Sky IPA,0.062,65,12,American IPA,American IPA
1716,317,Sexy Chaos,0.099,NA,16,Russian Imperial Stout,NA
1717,317,Tug Pale Ale,0.05,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1718,128,Firemans #4 Blonde Ale (2013),0.051,21,12,American Blonde Ale,American Blonde Ale
1719,331,King Winterbolt Winter Ale,0.07,NA,12,Winter Warmer,NA
1720,148,Ghose Drifter Pale Ale,0.051,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1721,148,Heliocentric Hefeweizen,0.047,NA,12,Hefeweizen,NA
1722,335,Iron Horse Pale Ale,0.05,32,12,American Pale Ale (APA),American Pale Ale (APA)
1723,159,Hop Nosh IPA,0.073,83,12,American IPA,American IPA
1724,229,Cal and Co. Black Cherry Porter,,NA,16,American Porter,NA
1725,141,Hopped on the High Seas (Calypso),0.07,60,12,American IPA,American IPA
1726,141,Hopped on the High Seas (Hop #529),0.07,60,12,American IPA,American IPA
1727,107,Kilt Dropper Scotch Ale,0.075,22,16,Scotch Ale / Wee Heavy,NA
1728,118,Red Cockaded Ale,0.085,110,12,American Double / Imperial IPA,American Double / Imperial IPA
1729,322,Gran Met,0.092,25,12,Belgian Strong Pale Ale,NA
1730,322,Wynona's Big Brown Ale,0.075,31,12,American Brown Ale,NA
1731,201,Peaches & Cream,0.046,NA,16,Fruit / Vegetable Beer,NA
1732,334,Curious Traveler Shandy,0.044,NA,12,Shandy,NA
1733,48,805,0.047,20,12,American Blonde Ale,American Blonde Ale
1734,333,Sprocket Pale Ale (2006),0.05,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1735,333,Sprocket Blonde Ale (2006),0.05,NA,12,American Blonde Ale,American Blonde Ale
1736,45,Zombie Monkie,0.062,35,16,American Porter,NA
1737,82,California Route,0.055,NA,12,American Amber / Red Lager,NA
1738,171,"the Kimmie, the Yink and the Holy Gose",0.048,NA,12,Gose,NA
1739,61,BLAKKR,0.099,85,16,American Black Ale,NA
1740,118,Le Mort Vivant,0.069,23,12,BiÃ¨re de Garde,NA
1741,332,A Slice of Hefen,0.054,15,16,Hefeweizen,NA
1742,331,White Zombie Ale,0.047,NA,12,Witbier,NA
1743,331,Firewater India Pale Ale,0.052,NA,12,American IPA,American IPA
1744,331,Farmer Ted's Cream Ale,0.0559999999999999,NA,12,Cream Ale,NA
1745,133,Mississippi Fire Ant,0.08,80,16,American Amber / Red Ale,American Amber / Red Ale
1746,330,Dead Armadillo Amber Ale,0.063,37,12,American Amber / Red Ale,American Amber / Red Ale
1747,329,Bronx Black Pale Ale,0.057,46,16,American Black Ale,NA
1748,329,Bronx Summer Pale Ale,0.052,16,16,American Pale Ale (APA),American Pale Ale (APA)
1749,328,Just IPA,0.046,45,12,American IPA,American IPA
1750,166,Birth IPA,,NA,12,American IPA,American IPA
1751,166,One Nut Brown,0.05,NA,12,English Brown Ale,NA
1752,166,Icey.P.A.,,NA,16,American IPA,American IPA
1753,327,Heyoka IPA,0.07,NA,16,American IPA,American IPA
1754,152,Parade Ground Coffee Porter,0.07,35,12,American Porter,NA
1755,152,Juke Joint IPA,0.07,60,12,American IPA,American IPA
1756,326,When Helles Freezes Over,0.0559999999999999,18,12,Munich Helles Lager,NA
1757,325,Trauger Pilsner,0.048,NA,12,German Pilsener,NA
1758,325,County Line IPA,0.066,NA,12,American IPA,American IPA
1759,324,Pisgah Pale Ale,0.057,31,12,American Pale Ale (APA),American Pale Ale (APA)
1760,324,GreyBeardâ„¢ IPA,0.069,51,12,American IPA,American IPA
1762,220,Hemlock Double IPA,0.095,104,12,American Double / Imperial IPA,American Double / Imperial IPA
1763,323,Geary's Pale Ale,0.045,NA,12,English Pale Ale,NA
1764,43,Rudolph's Red,0.081,NA,12,American Amber / Red Ale,American Amber / Red Ale
1765,183,Golden Ratio IPA,0.07,68,16,American IPA,American IPA
1766,183,Humulus Nimbus Super Pale Ale,0.06,53,16,American Pale Ale (APA),American Pale Ale (APA)
1767,183,Seventh Son Hopped Red Ale,0.077,40,16,American Amber / Red Ale,American Amber / Red Ale
1768,183,Stone Fort Brown Ale,0.053,20,16,English Brown Ale,NA
1769,322,White Magick of the Sun,0.079,23,12,Witbier,NA
1770,322,Voodoo Love Child,0.092,25,12,Tripel,NA
1771,321,Lil SIPA,0.05,55,16,American IPA,American IPA
1772,320,Jacaranada Rye IPA,0.067,60,16,American IPA,American IPA
1773,319,12 Man Pale Ale,0.045,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1774,242,Hijack,0.055,20,12,Cream Ale,NA
1775,143,Autocrat Coffee Milk Stout,0.053,30,16,Milk / Sweet Stout,NA
1776,318,All Nighter Ale,0.045,NA,12,Extra Special / Strong Bitter (ESB),NA
1777,240,2020 IPA,0.074,74,16,American IPA,American IPA
1778,292,On the Count of 3 (2015),0.07,42,16,Hefeweizen,NA
1779,142,Lost Trout Brown Ale,0.049,NA,12,American Brown Ale,NA
1780,142,Rise to the Top,0.0409999999999999,NA,12,Cream Ale,NA
1781,142,Three Way Pale Ale,0.052,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1782,164,Kiss Off IPA,0.063,NA,12,American IPA,American IPA
1783,317,Toughcats IPA,0.072,NA,16,American IPA,American IPA
1784,316,Appreciation Ale,,NA,16,American IPA,American IPA
1785,10,Le Flaneur Ale,0.073,NA,16,American Wild Ale,NA
1786,315,Half Court IPA,0.063,NA,16,American IPA,American IPA
1787,315,Floyd's Folly,0.08,NA,16,Scottish Ale,NA
1788,315,Monon Wheat,0.054,NA,16,Witbier,NA
1789,315,Lost River Blonde Ale,0.049,NA,16,American Blonde Ale,American Blonde Ale
1790,166,CAN'D AID Foundation,,NA,12,NA,NA
1791,314,Hot Date Ale,0.06,20,16,Chile Beer,NA
1792,313,Iron Butt Red Ale,0.0579999999999999,39,12,American Amber / Red Ale,American Amber / Red Ale
1793,312,Thunder Ann,0.055,37,12,American Pale Ale (APA),American Pale Ale (APA)
1794,205,People's Pilsner,0.045,NA,12,German Pilsener,NA
1795,311,Filthy Hoppin' IPA,0.065,72,16,American IPA,American IPA
1796,166,The CROWLERâ„¢,,NA,32,NA,NA
1797,310,Black Bay Milk Stout,0.05,NA,12,Milk / Sweet Stout,NA
1798,309,Thanksgiving Ale,0.05,NA,12,KÃ¶lsch,NA
1799,308,Are Wheat There Yet?,0.055,28,12,American Pale Wheat Ale,American Pale Wheat Ale
1800,308,Rollin Dirty Red Ale,0.05,21,12,Irish Red Ale,NA
1801,308,Last Stop IPA,0.072,60,12,American IPA,American IPA
1802,308,"You're My Boy, Blue",0.05,NA,12,Fruit / Vegetable Beer,NA
1803,206,Java the Hop,0.065,NA,16,American IPA,American IPA
1804,212,MjÃ¶llnir,0.066,NA,12,Herbed / Spiced Beer,NA
1805,307,Rodeo Rye Pale Ale,0.042,35,12,American Pale Ale (APA),American Pale Ale (APA)
1806,306,Hoptopus Double IPA,0.088,108,16,American Double / Imperial IPA,American Double / Imperial IPA
1807,42,Maine Island Trail Ale,0.043,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1808,155,Pilot Rock Porter,0.06,NA,12,American Porter,NA
1809,227,The Tradition,0.05,15,12,American Blonde Ale,American Blonde Ale
1810,272,Focal Banger,0.07,NA,16,American IPA,American IPA
1811,305,Marblehead,0.055,NA,16,American Amber / Red Ale,American Amber / Red Ale
1812,304,Quarter Mile Double IPA,0.08,80,12,American Double / Imperial IPA,American Double / Imperial IPA
1813,303,#9,0.051,20,16,Fruit / Vegetable Beer,NA
1814,223,Pleasure Town IPA,0.063,61,12,American IPA,American IPA
1815,91,SPRYE,0.05,40,12,American Pale Ale (APA),American Pale Ale (APA)
1816,91,LIFT,0.047,11,12,KÃ¶lsch,NA
1817,17,Klingon Warnog Roggen Dunkel,0.055,NA,16,Roggenbier,NA
1818,171,Keebarlin' Pale Ale,0.042,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1819,175,Spiteful IPA,0.062,NA,12,American IPA,American IPA
1820,175,Ghost Bike Pale Ale,0.073,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1821,175,Bitter Biker Double IPA,0.096,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1823,302,Wasatch Ghostrider White IPA,0.06,NA,12,American White IPA,NA
1824,302,Devastator Double Bock,0.08,NA,12,Doppelbock,NA
1825,302,Squatters Hop Rising Double IPA,0.09,75,12,American Double / Imperial IPA,American Double / Imperial IPA
1826,302,Squatters Full Suspension Pale Ale,0.04,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1827,127,Deep Ellum Pale Ale,0.06,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1828,301,Hopsmith Pale Lager,0.06,NA,16,American Pale Lager,NA
1829,88,312 Urban Wheat Ale,0.042,18,12,American Pale Wheat Ale,American Pale Wheat Ale
1830,300,Porch Rocker,0.045,8,12,Radler,NA
1831,299,Our Legacy IPA,0.065,60,12,American IPA,American IPA
1832,298,Adam's Stout,0.0579999999999999,40,12,American Stout,NA
1833,297,Hop Farm IPA,0.0579999999999999,45,12,American IPA,American IPA
1834,297,One Nut Brown,0.047,28,12,American Brown Ale,NA
1835,297,Provision,0.042,25,12,Saison / Farmhouse Ale,NA
1836,296,Widmer Brothers Hefeweizen,0.049,30,12,Hefeweizen,NA
1837,296,Hefe Black,0.049,30,12,Hefeweizen,NA
1838,296,Hefe Lemon,0.049,30,12,Radler,NA
1839,122,Chin Music Amber Lager,0.045,24,12,American Amber / Red Lager,NA
1841,164,Alpha Blackback,0.072,NA,12,American Black Ale,NA
1842,164,Original Slacker Ale,0.0559999999999999,40,12,English Brown Ale,NA
1843,295,Strawberry White,0.047,NA,12,Witbier,NA
1844,295,Wachusett IPA,0.0559999999999999,50,12,American IPA,American IPA
1845,295,Green Monsta IPA,0.06,55,12,American IPA,American IPA
1846,295,Wachusett Light IPA,0.04,37,12,American IPA,American IPA
1847,294,Colorado Red Ale,0.066,44,12,American Amber / Red Ale,American Amber / Red Ale
1848,294,American Red Saison,0.078,34,12,Saison / Farmhouse Ale,NA
1849,294,American Red Porter,0.071,45,12,American Porter,NA
1850,294,American India Red Ale,0.071,83,12,American Strong Ale,NA
1851,93,Cougar,0.048,25,12,American Blonde Ale,American Blonde Ale
1852,93,Truth,0.072,75,12,American IPA,American IPA
1853,51,Ferus Fluxus Wild Belgian Pale Ale,0.075,30,19.2,American Wild Ale,NA
1854,293,Blue Boots IPA,0.069,NA,16,American IPA,American IPA
1855,292,Tarnation California-Style Lager,0.053,NA,12,California Common / Steam Beer,NA
1856,291,IPA & a Half,0.073,87,12,American IPA,American IPA
1857,290,Supergoose IPA,0.069,67,12,American IPA,American IPA
1858,172,Hodad Porter,0.055,30,16,American Porter,NA
1859,166,Old Chub NITRO,0.08,NA,16,Scotch Ale / Wee Heavy,NA
1860,289,Rogue American Amber Ale,0.051,NA,16,American Amber / Red Ale,American Amber / Red Ale
1861,128,BLAKKR,0.099,85,12,American Black Ale,NA
1864,288,Saint Archer Blonde,0.048,22,12,KÃ¶lsch,NA
1865,288,Saint Archer Pale Ale,0.052,40,12,American Pale Ale (APA),American Pale Ale (APA)
1867,288,Saint Archer IPA,0.068,66,12,American IPA,American IPA
1868,288,Saint Archer White Ale,0.05,15,12,Witbier,NA
1870,60,Contact High,0.05,28,12,American Pale Wheat Ale,American Pale Wheat Ale
1872,287,Local Buzz,0.052,20,12,American Blonde Ale,American Blonde Ale
1873,287,Block Party Robust Porter,0.057,40,12,American Porter,NA
1874,287,El Chingon IPA,0.076,73,12,American IPA,American IPA
1875,286,Naked Pig Pale Ale,0.06,43,12,American Pale Ale (APA),American Pale Ale (APA)
1876,286,Truck Stop Honey Brown Ale,0.06,NA,12,English Brown Ale,NA
1877,43,Patrick's Poison,0.08,NA,12,American Amber / Red Ale,American Amber / Red Ale
1878,43,OH-PA Session Pale Ale,0.048,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1879,43,Hop Lace,0.062,NA,12,American White IPA,NA
1880,43,All Aboard! Anniversary Stout,0.071,NA,12,Oatmeal Stout,NA
1881,285,Seiche Scottish Ale,0.078,16,16,Scottish Ale,NA
1882,285,Whitecap Wit,0.048,16,16,Witbier,NA
1883,166,Centennial State Pale Ale,0.052,NA,19.2,American Pale Ale (APA),American Pale Ale (APA)
1884,284,Hop Freak,0.087,80,16,American Double / Imperial IPA,American Double / Imperial IPA
1885,283,Gutch English Style Mild Ale,0.05,16,12,English Pale Mild Ale,NA
1886,283,Thrasher Session India Pale Ale,0.045,44,12,American IPA,American IPA
1887,57,Abbey's Single Ale (Current),0.049,22,12,Abbey Single Ale,NA
1888,57,Hoperation Overload,0.096,85,12,American Double / Imperial IPA,American Double / Imperial IPA
1889,282,Leatherhead Red,0.052,NA,12,American Amber / Red Ale,American Amber / Red Ale
1890,281,Lucky Buck,0.04,34,16,Irish Dry Stout,NA
1891,281,Longhop IPA,0.042,30,16,American IPA,American IPA
1893,280,Hill 88 Double IPA,0.088,77,16,American Double / Imperial IPA,American Double / Imperial IPA
1894,280,Pt. Bonita Rustic Lager,0.062,40,16,American Pale Lager,NA
1895,280,Groupe G,0.076,65,16,Belgian IPA,NA
1896,112,Aftermath Pale Ale,0.0579999999999999,44,12,American Pale Ale (APA),American Pale Ale (APA)
1897,112,Black Market Hefeweizen,0.05,8,12,Hefeweizen,NA
1898,112,Blackmarket Rye IPA,0.075,35,12,American IPA,American IPA
1899,279,La Ferme Urbaine Farmhouse Ale,0.078,NA,12,Saison / Farmhouse Ale,NA
1900,278,Lost Sailor IPA,0.055,40,12,English India Pale Ale (IPA),NA
1901,75,Bent Hop Golden IPA,0.062,68,12,American IPA,American IPA
1902,75,14Â° ESB,0.0559999999999999,32,12,Extra Special / Strong Bitter (ESB),NA
1903,277,Let It Ride IPA,0.068,90,12,American IPA,American IPA
1904,140,White Rabbit,0.059,27,12,Witbier,NA
1905,83,Sierra Nevada Pale Ale,0.0559999999999999,37,16,American Pale Ale (APA),American Pale Ale (APA)
1906,276,Driftwood Ale,0.06,49,12,Extra Special / Strong Bitter (ESB),NA
1907,276,Montauk Summer Ale,0.0559999999999999,28,12,American Blonde Ale,American Blonde Ale
1908,275,Fresh Slice White IPA,0.055,45,12,American White IPA,NA
1909,274,Big Chuck Barleywine,0.099,NA,12,American Barleywine,NA
1910,192,Lake House,0.046,18,16,Munich Helles Lager,NA
1911,206,Suicide Squeeze IPA,0.045,NA,16,American IPA,American IPA
1912,273,40 Mile IPA,0.06,50,12,American IPA,American IPA
1913,273,Hydraulion Red,0.053,22,12,Irish Red Ale,NA
1914,272,Beelzebub,0.08,NA,16,American Double / Imperial Stout,NA
1915,272,The Crusher,0.096,NA,16,American Double / Imperial IPA,American Double / Imperial IPA
1916,272,Petit Mutant,0.06,NA,16,American Wild Ale,NA
1917,271,Left of the Dial IPA,0.043,NA,12,American IPA,American IPA
1918,83,CANfusion Rye Bock,0.06,NA,12,Rye Beer,NA
1919,83,Yonder Bock,0.06,NA,12,Maibock / Helles Bock,NA
1920,270,Alaskan Amber,0.053,18,12,Altbier,NA
1921,270,Freeride APA,0.053,40,12,American Pale Ale (APA),American Pale Ale (APA)
1922,269,Southern Drawl Pale Lager,0.052,NA,12,American Pale Lager,NA
1923,269,Commotion APA,0.052,49,12,American Pale Ale (APA),American Pale Ale (APA)
1924,268,Long Trail Ale,0.046,30,12,American Amber / Red Ale,American Amber / Red Ale
1925,159,Trader Session IPA,0.04,42,12,American IPA,American IPA
1926,268,Long Trail IPA,0.059,42,12,English India Pale Ale (IPA),NA
1927,267,Beach Blonde,0.049,10,16,American Blonde Ale,American Blonde Ale
1928,267,Cape Cod Red,0.055,35,16,American Amber / Red Ale,American Amber / Red Ale
1929,172,Second Fiddle,0.0819999999999999,80,16,American Double / Imperial IPA,American Double / Imperial IPA
1930,266,Summer Session Ale,0.05,61,12,American Pale Wheat Ale,American Pale Wheat Ale
1931,266,Fresh Cut Pilsner,0.046,NA,12,American Pilsner,NA
1932,51,Thai Style White IPA,0.065,33,12,American White IPA,NA
1933,236,Missile IPA,0.07,65,12,American IPA,American IPA
1934,30,SunSpot Golden Ale,0.05,15,12,American Blonde Ale,American Blonde Ale
1935,93,Zen,0.043,45,12,American Pale Ale (APA),American Pale Ale (APA)
1936,265,Farmer's Tan Red Ale,0.06,30,12,American Amber / Red Ale,American Amber / Red Ale
1937,265,Milk Mustachio Stout,0.065,NA,12,Milk / Sweet Stout,NA
1938,265,Almanac IPA,0.062,72,12,American IPA,American IPA
1939,210,Gatecrasher,0.066,NA,12,English India Pale Ale (IPA),NA
1940,222,077XX,0.078,80,16,American Double / Imperial IPA,American Double / Imperial IPA
1941,222,Monkey Chased the Weasel,0.039,9,16,Berliner Weissbier,NA
1942,264,Rudie Session IPA,0.045,NA,12,American IPA,American IPA
1943,263,Graham Cracker Porter,0.05,NA,12,American Porter,NA
1944,263,Incredible Pedal IPA,0.07,NA,12,American IPA,American IPA
1945,262,Birdhouse Pale Ale,0.05,NA,12,Belgian Pale Ale,NA
1946,261,Overgrown American Pale Ale,0.055,55,12,American Pale Ale (APA),American Pale Ale (APA)
1947,10,Tree Bucket,0.093,NA,16,Belgian IPA,NA
1948,25,30 Min Coma,,NA,16,Belgian IPA,NA
1949,10,Pothole Stout,0.063,NA,16,American Stout,NA
1950,202,Dragonfly IPA,0.06,NA,16,American IPA,American IPA
1951,202,Upland Wheat Ale,0.045,15,16,Witbier,NA
1952,260,Train Wreck,0.0819999999999999,NA,16,American Amber / Red Ale,American Amber / Red Ale
1953,12,Honey Lav,0.052,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1954,192,Ghost Ship White IPA,0.0559999999999999,55,12,American IPA,American IPA
1955,76,Best Brown,0.0579999999999999,NA,16,American Brown Ale,NA
1956,205,Farmer's Daughter Wheat,0.042,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1957,48,805 Blonde Ale,0.047,NA,12,American Blonde Ale,American Blonde Ale
1958,10,Belgian Wit,0.045,NA,16,Witbier,NA
1959,10,Agent a Deux,0.065,NA,16,Belgian Dark Ale,NA
1960,240,Saison Pamplemousse,0.0579999999999999,35,12,Saison / Farmhouse Ale,NA
1961,259,Ozark American Pale Ale,0.04,39,12,American Pale Ale (APA),American Pale Ale (APA)
1962,46,Sensi Harvest,0.047,50,12,American Pale Ale (APA),American Pale Ale (APA)
1963,258,Wonderstuff,0.054,48,12,German Pilsener,NA
1964,258,Stargrazer,0.05,28,12,Schwarzbier,NA
1965,258,Sky-Five,0.067,70,12,American IPA,American IPA
1966,258,Wagon Party,0.054,55,12,California Common / Steam Beer,NA
1967,26,General George Patton Pilsner,0.054,48,16,Czech Pilsener,NA
1968,36,FMB 101,0.048,20,12,KÃ¶lsch,NA
1969,257,Kol' Beer,0.05,22,16,KÃ¶lsch,NA
1970,257,6 String Saison,0.08,NA,16,Saison / Farmhouse Ale,NA
1971,257,Texas Pale Ale (TPA),0.055,40,16,American IPA,American IPA
1972,257,LuckenBock,0.07,18,16,Bock,NA
1973,10,North French,0.06,NA,16,BiÃ¨re de Garde,NA
1974,10,Coq D'Or,0.05,NA,16,Belgian Pale Ale,NA
1975,82,Blue Paddle,0.048,NA,12,Czech Pilsener,NA
1976,10,Undertaker (2014),0.067,NA,16,Belgian Dark Ale,NA
1977,10,Undertaker,0.067,NA,16,Belgian Dark Ale,NA
1978,82,1554 Black Lager,0.0559999999999999,21,12,Euro Dark Lager,NA
1979,177,Bitter Bitch,0.061,60,12,American Pale Ale (APA),American Pale Ale (APA)
1980,177,Troll Destroyer,0.085,NA,12,Belgian IPA,NA
1981,256,Hardcore Chimera,0.09,NA,16,American Double / Imperial IPA,American Double / Imperial IPA
1982,210,Greenwood Beach,0.04,NA,12,Fruit / Vegetable Beer,NA
1983,255,Brontide,0.05,NA,12,American Black Ale,NA
1984,254,Cherry Bomb,0.069,NA,16,Cider,NA
1985,254,Weim-R-Iner,0.069,NA,16,Cider,NA
1986,254,Bushwhacker Cider,0.069,NA,16,Cider,NA
1987,82,Shift,0.05,29,12,American Pale Lager,NA
1988,76,Two Hearted,0.07,NA,16,American IPA,American IPA
1989,76,Oberon,0.0579999999999999,NA,16,American Pale Wheat Ale,American Pale Wheat Ale
1990,165,Cherry Ale,0.057,18,16,Fruit / Vegetable Beer,NA
1992,93,Franz,0.052,21,12,MÃ¤rzen / Oktoberfest,NA
1993,93,Panther,0.0579999999999999,35,12,American Porter,NA
1994,91,The Great Pumpcan,0.079,18,16,Fruit / Vegetable Beer,NA
1995,30,Oktoberfest,0.055,NA,12,MÃ¤rzen / Oktoberfest,NA
1996,25,Fistful of Hops Green,0.064,75,16,American IPA,American IPA
1997,10,Pumpkin Tart,0.07,NA,16,Fruit / Vegetable Beer,NA
1998,253,Old Detroit,0.0559999999999999,NA,12,American Amber / Red Ale,American Amber / Red Ale
1999,25,Fistful Of Hops Blue,0.064,75,16,American IPA,American IPA
2000,25,Fistful of Hops Orange,0.063,75,16,American IPA,American IPA
2001,25,Fistful Of Hops Red,0.064,75,16,American IPA,American IPA
2002,252,Giant DIPA,0.089,88,16,American Double / Imperial IPA,American Double / Imperial IPA
2003,81,Escape to Colorado,0.062,NA,12,American IPA,American IPA
2004,81,Hop Syndrome,0.05,NA,12,American Pale Lager,NA
2005,251,Barrio Blanco,0.06,60,12,American IPA,American IPA
2006,10,Moe Lasses',0.064,NA,16,American Stout,NA
2007,124,Norm's Gateway IPA,0.04,55,12,American IPA,American IPA
2008,81,Element 29,0.052,NA,12,American Pale Ale (APA),American Pale Ale (APA)
2009,141,Happening Now,0.045,NA,12,American IPA,American IPA
2010,141,Puppy's Breath Porter,0.06,NA,12,American Porter,NA
2011,141,Oktoberfest,0.055,NA,12,MÃ¤rzen / Oktoberfest,NA
2012,141,Sugar Plum,0.055,NA,12,American Brown Ale,NA
2013,141,Wandering Pelican,0.0819999999999999,65,12,American Black Ale,NA
2014,141,Operation Homefront,0.062,65,12,American IPA,American IPA
2015,57,Strawberry Blonde,0.05,NA,12,Fruit / Vegetable Beer,NA
2016,250,Englishman,0.045,NA,16,English Brown Ale,NA
2017,250,Pail Ale,0.055,30,16,American Pale Ale (APA),American Pale Ale (APA)
2018,250,Ale Cider,0.065,8,16,Fruit / Vegetable Beer,NA
2019,250,Enlighten,0.045,NA,16,KÃ¶lsch,NA
2021,57,Here Gose Nothin',0.05,12,12,Gose,NA
2022,76,Winter White,0.05,NA,16,Witbier,NA
2023,10,Pepper in the Rye,0.063,NA,16,Rye Beer,NA
2024,249,Montauk Light,0.035,NA,12,Light Lager,NA
2025,57,Vertex IPA,0.063,76,12,American IPA,American IPA
2026,248,Pursuit,0.07,40,12,American IPA,American IPA
2027,172,Hyzer Flip,0.0819999999999999,NA,16,American Double / Imperial IPA,American Double / Imperial IPA
2028,247,Athena,0.045,NA,12,Berliner Weissbier,NA
2029,247,Tropicalia,0.065,65,12,American IPA,American IPA
2030,246,Smoking Mirror,0.055,30,12,American Porter,NA
2031,246,Golden Fleece,0.045,35,12,Belgian Pale Ale,NA
2032,245,Ballistic Blonde,0.051,31,12,Belgian Pale Ale,NA
2033,245,Pub Ale,0.038,18,12,English Dark Mild Ale,NA
2034,33,South Bay Session IPA,0.05,NA,16,American IPA,American IPA
2035,33,Kolschtal Eddy,0.055,NA,16,KÃ¶lsch,NA
2036,244,Getaway,0.052,30,16,German Pilsener,NA
2037,243,The Gilded Age,0.045,NA,12,Munich Helles Lager,NA
2038,242,Infamous IPA,0.07,75,12,American IPA,American IPA
2039,193,Uroboros,0.085,NA,12,American Stout,NA
2040,193,Arjuna,0.06,NA,12,Witbier,NA
2041,241,Dammit Jim!,0.052,50,12,American Amber / Red Ale,American Amber / Red Ale
2042,241,Kadigan,0.0559999999999999,30,12,American Blonde Ale,American Blonde Ale
2043,241,Skylight,0.0559999999999999,20,12,Dunkelweizen,NA
2044,86,Captain's Daughter,0.085,69,12,American Double / Imperial IPA,American Double / Imperial IPA
2045,240,Might As Well IPL,0.072,75,16,American Pale Lager,NA
2047,239,Tarasque,0.059,NA,12,Saison / Farmhouse Ale,NA
